index,current_price,market_cap,total_volume,date
sats,99979853.04075542,1948958085794192.8,30750505935649.78,22-09-2023
aed,97595.90733915928,1903961697381.4128,36611421215.56386,23-09-2023
ars,9297249.547056513,181376530135395.5,3487702800186.176,23-09-2023
aud,41248.12019705847,804693998809.444,15473520806.940468,23-09-2023
bch,127.8926670620656,2490541937.178852,47976728.039623655,23-09-2023
bdt,2915714.215165707,56881567450304.05,1093779894936.3042,23-09-2023
bhd,10015.824897425657,195394945262.48367,3757263948.237824,23-09-2023
bmd,26572.0381115526,518383856096.9625,9968041758.936825,23-09-2023
bnb,125.91895365000948,2454909801.6227307,47236323.49748973,23-09-2023
brl,131156.9229148122,2558690875309.0005,49201257317.936165,23-09-2023
btc,1.0,19493125.0,375083.9530721553,23-09-2023
cad,35852.32242201233,699325741067.6072,13449380343.245502,23-09-2023
chf,24084.89534431125,469917557471.1769,9035033050.30033,23-09-2023
clp,23760716.479350287,463538844121903.6,8913422940841.29,23-09-2023
cny,193922.73413811097,3783165381795.626,72746768756.72098,23-09-2023
czk,609108.1724273084,11882861294925.057,228496424435.93265,23-09-2023
dkk,186041.46763422448,3629412730077.2783,69790247571.02031,23-09-2023
dot,6613.496221297831,128905423509.18018,2480939031.8391256,23-09-2023
eos,46145.49485437427,898892803626.5706,17310686435.27286,23-09-2023
eth,16.6818729159709,325102965.7703934,6257916.880353258,23-09-2023
eur,24917.92873910841,486114461054.92615,9347531159.442991,23-09-2023
gbp,21707.41537835632,423481768409.7236,8143162450.002976,23-09-2023
hkd,207807.95265330252,4054046865799.095,77955568977.85332,23-09-2023
huf,9717660.057775892,189578160013220.2,3645412551660.782,23-09-2023
idr,408068117.8810184,7960846797273859.0,153079715694080.56,23-09-2023
ils,101169.8464651635,1973684326026.4575,37952122832.14101,23-09-2023
inr,2208119.09524525,43077361492151.2,828337790940.5072,23-09-2023
jpy,3940101.81118102,76865958182057.67,1478061232015.1523,23-09-2023
krw,35491075.5638857,692381989315188.9,13313864815532.73,23-09-2023
kwd,8210.494056088632,160175427695.40054,3080025223.093887,23-09-2023
lkr,8614989.988598159,168066586077363.8,3231764895062.145,23-09-2023
ltc,413.15485830903697,8057134774.444521,154987918.62493956,23-09-2023
mmk,55793803.27389273,1088460236509345.2,20930082916081.32,23-09-2023
mxn,457405.7496446435,8923356022081.898,171587877229.98645,23-09-2023
myr,124662.71680034931,2431997860878.903,46765067912.052216,23-09-2023
ngn,20473755.364951234,399414761122708.8,7680376175260.806,23-09-2023
nok,286465.1712692148,5588540837424.531,107462467790.57008,23-09-2023
nzd,44591.44060429213,869917573967.4209,16727709789.09166,23-09-2023
php,1510421.1295000052,29466235376959.367,566608433618.4501,23-09-2023
pkr,7784278.5647793235,151860550643605.28,2920137833280.5386,23-09-2023
pln,114882.8781733924,2241206682642.42,43096330142.67553,23-09-2023
rub,2558887.5624349318,49920371044359.98,959922531034.0742,23-09-2023
sar,99672.59183369136,1944474950886.9573,37390453583.15002,23-09-2023
sek,295930.1312445503,5773189166966.258,111013084265.10356,23-09-2023
sgd,36294.746856569625,708060509042.8413,13615348238.53178,23-09-2023
thb,953640.7934290892,18604218078936.58,357741894393.6392,23-09-2023
try,722034.0199937846,14085889006565.94,270858608303.06235,23-09-2023
twd,854397.3134388617,16668114508941.729,320512414716.8544,23-09-2023
uah,981263.0116308864,19143089501794.21,368103893098.9727,23-09-2023
usd,26572.0381115526,518383856096.9625,9968041758.936825,23-09-2023
vef,2660.658176109756,51905775510.98878,998100021.322342,23-09-2023
vnd,647625514.7723422,1.26342815799481e+16,242945541034619.03,23-09-2023
xag,1128.132884130356,22008318376.26441,423199592.4223881,23-09-2023
xau,13.80071943399702,269233023.3410804,5177101.848338997,23-09-2023
xdr,20146.706719874288,393034492621.8678,7557689517.291828,23-09-2023
xlm,232291.49142462795,4534031588227.154,87140146233.63463,23-09-2023
xrp,51887.80199584854,1011436282253.5385,19464813910.875526,23-09-2023
yfi,5.159945105133216,100579869.8232785,1935664.402777881,23-09-2023
zar,498333.0656255813,9721791572596.686,186941053868.77127,23-09-2023
bits,999869.9179936176,19495091388348.863,375083953072.1553,23-09-2023
link,3829.570119336021,74643798978.5125,1436597174.3703654,23-09-2023
sats,99986991.79936177,1949509138834886.5,37508395307215.53,23-09-2023
aed,97602.8320702311,1902435426060.274,24180446563.764626,24-09-2023
ars,9301537.565992529,181301855766250.84,2304393502777.578,24-09-2023
aud,41251.04687859025,804048932590.7479,10219669999.22054,24-09-2023
bch,127.69285290327828,2491615465.772432,31635047.26974124,24-09-2023
bdt,2905989.8342644023,56642393373355.79,719939477285.9814,24-09-2023
bhd,10016.535551138171,195238310965.86945,2481529454.7402544,24-09-2023
bmd,26573.9234797301,517968304453.2548,6583511185.708387,24-09-2023
bnb,126.31799202745988,2462386450.7563863,31294434.71542093,24-09-2023
brl,131155.5993342082,2556432566629.0503,32492919457.063824,24-09-2023
btc,1.0,19494112.0,247788.56708214505,24-09-2023
cad,35854.86625502582,698868734783.5544,8882802467.317038,24-09-2023
chf,24092.184765958085,469595244500.3654,5968677076.075075,24-09-2023
clp,23762402.375574622,463167257842100.94,5886975702260.432,24-09-2023
cny,193909.9196315905,3779614717595.4033,48039881122.1141,24-09-2023
czk,609151.3905335048,11873335646151.531,150913168558.8747,24-09-2023
dkk,186054.6678509826,3626503286799.0312,46093795215.61877,24-09-2023
dot,6592.549865233645,128554389110.6508,1633259981.846943,24-09-2023
eos,45700.35842571435,890743604434.7764,11321957072.543991,24-09-2023
eth,16.679799363958676,325267881.40397185,4132308.342490527,24-09-2023
eur,24919.69674311693,485724777501.0406,6173687614.398048,24-09-2023
gbp,21712.489918348285,423211182836.5769,5379123649.394897,24-09-2023
hkd,207820.0398770552,4050745226561.4688,51486020052.27314,24-09-2023
huf,9718349.555772092,189426188621600.16,2407655875725.414,24-09-2023
idr,408097071.5743892,7954465149903877.0,101103310454483.0,24-09-2023
ils,101177.0247782548,1972102163009.2288,25065928818.2424,24-09-2023
inr,2208275.768115308,43042829420667.625,547085500250.0959,24-09-2023
jpy,3940381.373574376,76804340184328.84,976203038616.8387,24-09-2023
krw,35493593.765318945,691826955684513.8,8793299632747.346,24-09-2023
kwd,8211.0766160018,160047026393.0114,2034239121.2720337,24-09-2023
lkr,8586261.511311615,167359980546293.7,2127188660953.8604,24-09-2023
ltc,408.35912015550406,7963943795.421757,101168231.23166086,24-09-2023
mmk,55607603.08595564,1083881193046718.6,13776410442593.004,24-09-2023
mxn,457438.20399537776,8916202799197.455,113327244848.54698,24-09-2023
myr,124671.56200515392,2430048300342.4546,30886542727.75094,24-09-2023
ngn,20333500.46826251,396332471160272.6,5037488268509.629,24-09-2023
nok,286485.49685792613,5584060899819.221,70974859039.76637,24-09-2023
nzd,44594.60450473343,869220222625.3596,11048013960.117567,24-09-2023
php,1510528.298544404,29442614381820.785,374223247740.6511,24-09-2023
pkr,7784830.883386936,151738814789581.34,1928639601853.273,24-09-2023
pln,114891.0294684387,2239410065888.4355,28463481435.85083,24-09-2023
rub,2559069.1234111646,49880353416499.95,633992199602.3401,24-09-2023
sar,99679.66391194244,1942916202958.2097,24694967713.46129,24-09-2023
sek,295951.12840140617,5768561209865.46,73319905724.11574,24-09-2023
sgd,36297.32208096331,707492907052.7021,8992417928.55908,24-09-2023
thb,951386.7997901802,18544051575312.723,235699694218.34027,24-09-2023
try,722085.2505376621,14074597346416.98,178891774395.8983,24-09-2023
twd,854457.9355672421,16654752861389.984,211686218665.2676,24-09-2023
uah,977990.5392120545,19062601040203.57,242290592103.59897,24-09-2023
usd,26573.9234797301,517968304453.2548,6583511185.708387,24-09-2023
vef,2660.846958025376,51864166324.90444,659206975.0249811,24-09-2023
vnd,647671465.8029475,1.2624153570721224e+16,160456258671410.9,24-09-2023
xag,1128.2129286429715,21990675865.277912,279507180.8364092,24-09-2023
xau,13.801698637667425,269017198.2838881,3419278.204521365,24-09-2023
xdr,20079.52232051884,391382030527.9252,4974566887.033109,24-09-2023
xlm,232723.60602105592,4539023507167.736,57655711419.004005,24-09-2023
xrp,52374.580171791706,1021143102646.54,12975450714.712208,24-09-2023
yfi,5.145687792938353,100367543.13030684,1274809.614350437,24-09-2023
zar,498368.4238957971,9713998300448.545,123467432117.22244,24-09-2023
bits,1000182.764948758,19493682501811.42,247788567082.14505,24-09-2023
link,3693.316362796572,72036490118.36147,914994340.4246608,24-09-2023
sats,100018276.4948758,1949368250181142.5,24778856708214.5,24-09-2023
aed,96412.54455875352,1879755255254.1992,26541616633.69447,25-09-2023
ars,9177432.554339305,178903013903762.78,2526475135094.2915,25-09-2023
aud,40755.38634994922,794386622115.4994,11219637913.396875,25-09-2023
bch,128.33900671709864,2500634264.072717,35330721.02830526,25-09-2023
bdt,2870519.4019696484,55966513028533.93,790231456449.44,25-09-2023
bhd,9866.606953353355,192369222874.2207,2716199436.803192,25-09-2023
bmd,26249.562897845204,511787693512.02826,7226298594.495522,25-09-2023
bnb,126.12304886561876,2459130324.3297296,34720685.22809296,25-09-2023
brl,129552.09272602553,2525876982559.266,35664674083.27328,25-09-2023
btc,1.0,19495050.0,275295.4456244512,25-09-2023
cad,35381.995826508726,689713244099.9523,9740385685.90927,25-09-2023
chf,23810.873506383767,464176084384.6043,6554946549.872503,25-09-2023
clp,23489158.863507845,457968099662303.6,6466381034298.385,25-09-2023
cny,191582.43480992355,3735282481097.543,52741140291.92567,25-09-2023
czk,602107.1975886301,11734934072633.04,165755384674.52063,25-09-2023
dkk,183809.59799155348,3583076821047.0566,50601339336.21369,25-09-2023
dot,6584.669772802057,128415135973.402,1812707895.731196,25-09-2023
eos,46084.82966960326,898237307144.4283,12686791820.688072,25-09-2023
eth,16.61080210447656,323875090.359155,4572823.416837761,25-09-2023
eur,24652.48699201452,480572738509.3419,6786636135.409228,25-09-2023
gbp,21444.134166825374,417990827558.9976,5903401789.69701,25-09-2023
hkd,205291.26903332263,4002102995110.031,56515074732.9008,25-09-2023
huf,9580171.723012071,186746723273297.56,2637346066540.0576,25-09-2023
idr,403589090.4338029,7868775968711038.0,111104908234297.64,25-09-2023
ils,99949.77815748978,1948720694105.72,27515389274.497128,25-09-2023
inr,2178058.846425977,42465610482120.66,599602501645.793,25-09-2023
jpy,3896380.118304547,75961192781059.08,1072642858172.5364,25-09-2023
krw,35060583.63109648,683576153232533.2,9651903431747.549,25-09-2023
kwd,8099.722625136501,157920281436.2325,2229790052.1091046,25-09-2023
lkr,8481457.838562682,165362972393488.22,2334878759566.306,25-09-2023
ltc,413.2443561394429,8059898865.554748,113762927.0847325,25-09-2023
mmk,54928858.20630156,1070947876658167.4,15121483447102.443,25-09-2023
mxn,451122.36300607753,8795788015775.128,124190445015.1405,25-09-2023
myr,123044.82608364892,2399004813337.6265,33873274661.69763,25-09-2023
ngn,20157826.83614224,393017123478691.3,5549291479670.939,25-09-2023
nok,282248.4250590807,5502664512487.3,77700775637.31314,25-09-2023
nzd,44061.80754212474,858848329264.1132,12129869710.65814,25-09-2023
php,1491552.584232669,29080798785377.438,410612717057.52814,25-09-2023
pkr,7569562.382002443,147583747868748.75,2083841099178.8623,25-09-2023
pln,113618.7655444104,2214894820261.304,31278354194.20594,25-09-2023
rub,2527833.195807685,49285160514872.98,695892634139.2034,25-09-2023
sar,98338.13374425084,1917298465087.161,27071716219.690907,25-09-2023
sek,292012.68496669544,5692658528675.939,80388799735.89641,25-09-2023
sgd,35855.19669686817,699050810568.0786,9870654170.672235,25-09-2023
thb,944511.6671920138,18409003335627.668,260016647121.94333,25-09-2023
try,713920.2819508614,13917930189533.137,196536649014.71,25-09-2023
twd,843135.9340292248,16440667866380.408,232108703628.89752,25-09-2023
uah,966053.2134867536,18835138240753.508,265946865705.7246,25-09-2023
usd,26249.562897845204,511787693512.02826,7226298594.495522,25-09-2023
vef,2628.3687329612417,51245301751.359314,723569278.266837,25-09-2023
vnd,639765272.5918517,1.2473502683572534e+16,176122357089498.44,25-09-2023
xag,1115.29431585557,21732885279.29554,307031769.5757723,25-09-2023
xau,13.638485394833388,265817410.13321245,3754567.9607420266,25-09-2023
xdr,19834.43222124085,386711899094.62354,5460263480.986773,25-09-2023
xlm,234095.0199598423,4561595701688.526,64444521240.12604,25-09-2023
xrp,52273.3435605524,1019610065236.1108,14390441112.153145,25-09-2023
yfi,5.136968016925464,100246021.22439414,1414166.9674706918,25-09-2023
zar,492076.30104978586,9588593213917.676,135464742651.1061,25-09-2023
bits,1000011.973060994,19494089200053.176,275295445624.4512,25-09-2023
link,3762.8160456067135,73366768252.13033,1035873717.498934,25-09-2023
sats,100001197.3060994,1949408920005317.5,27529544562445.12,25-09-2023
aed,96595.01666650048,1880958325142.9268,43984078589.65208,26-09-2023
ars,9205135.29006597,179242230573675.06,4191514303729.658,26-09-2023
aud,40936.928115636845,797037721770.7175,18640434316.334194,26-09-2023
bch,125.07104699154594,2436634131.4734626,56950502.72789114,26-09-2023
bdt,2898250.081450318,56436530653249.82,1319704305193.063,26-09-2023
bhd,9913.32293924748,193038398417.44736,4513984160.796551,26-09-2023
bmd,26298.634678281232,512103393581.80255,11974957450.276283,26-09-2023
bnb,125.25330569648165,2442138190.3903084,57033493.356995925,26-09-2023
brl,130701.58448758988,2545153866101.5547,59514341032.12808,26-09-2023
btc,1.0,19495931.0,455375.3236142,26-09-2023
cad,35369.34936243658,688738096096.0371,16105263974.36598,26-09-2023
chf,23983.986645707,467008592949.7763,10920993545.247671,26-09-2023
clp,23692463.676733408,461354408683003.3,10788249956390.566,26-09-2023
cny,192266.6882694465,3743936700137.202,87547716423.22499,26-09-2023
czk,604634.5134531982,11774639185504.906,275317432260.09015,26-09-2023
dkk,185112.24989975843,3604695787422.305,84289977148.70694,26-09-2023
dot,6474.01624819384,126199749007.78268,2947912317.613337,26-09-2023
eos,46210.13760178786,900139128964.6829,21041565021.23734,26-09-2023
eth,16.555937962378653,322793636.4621691,7538667.123758662,26-09-2023
eur,24825.253670430586,483420994610.6785,11304060459.12458,26-09-2023
gbp,21533.74285273152,419320500732.6508,9805286759.60542,26-09-2023
hkd,205575.11234839048,4003086622459.275,93607643640.93718,26-09-2023
huf,9695014.632856471,188791894713123.6,4414578518182.215,26-09-2023
idr,405313043.5177791,7892508017529848.0,184557354765483.0,26-09-2023
ils,100257.89050449172,1952284085801.0,45651950663.32668,26-09-2023
inr,2181538.7554845912,42482379936764.23,993353232692.002,26-09-2023
jpy,3913605.021013753,76208154412482.22,1782041318005.419,26-09-2023
krw,35174150.560491025,684932899539546.6,16016381134011.783,26-09-2023
kwd,8128.276811824462,158278868474.68906,3701171948.9015975,26-09-2023
lkr,8563284.290046442,166749605018852.94,3899250522408.7695,26-09-2023
ltc,408.93935578686006,7971219010.502517,186208578.7037174,26-09-2023
mmk,55201749.61888697,1074922848935229.6,25135852524423.867,26-09-2023
mxn,457578.4655250517,8910240575947.846,208356164563.57123,26-09-2023
myr,123222.25278508665,2399460450627.532,56108663133.269485,26-09-2023
ngn,20519141.973920222,399561512100448.3,9343293104748.04,26-09-2023
nok,284244.9796181745,5535636427985.593,129429591232.48096,26-09-2023
nzd,44067.938365894246,858121414557.1531,20066124850.534267,26-09-2023
php,1495866.4193965434,29128442563243.16,681135615696.5885,26-09-2023
pkr,7639616.542244477,148763371361556.75,3478662833601.6504,26-09-2023
pln,114409.13322760492,2227440311792.864,52095651317.40517,26-09-2023
rub,2520724.0813159947,49085109250608.84,1147799647659.0703,26-09-2023
sar,98642.68095982083,1920831719573.993,44916472726.64552,26-09-2023
sek,291025.10952048626,5667167112006.719,132516890937.60909,26-09-2023
sgd,35926.95931352018,699584445972.0994,16359168997.184189,26-09-2023
thb,951221.6163134342,18521499487369.816,433134210976.494,26-09-2023
try,715885.6540313656,13940461680671.834,325975106736.9512,26-09-2023
twd,844712.1195677601,16448760489744.092,384635621327.9175,26-09-2023
uah,970886.7885750036,18905712227852.074,442088653059.342,26-09-2023
usd,26298.634678281232,512103393581.80255,11974957450.276283,26-09-2023
vef,2633.2822903363017,51276912799.34575,1199052489.4961648,26-09-2023
vnd,641508585.4054532,1.2491854714773514e+16,292107864464973.7,26-09-2023
xag,1137.0956324652866,22143576063.970253,517771054.74270695,26-09-2023
xau,13.720786670699706,267215550.77098352,6247694.550532661,26-09-2023
xdr,19974.70719173365,388959938940.7597,9095387332.038143,26-09-2023
xlm,232716.98222363016,4537501647627.088,105966564202.89896,26-09-2023
xrp,52043.36755004602,1014603091851.5812,23697698363.61792,26-09-2023
yfi,5.034451755979761,98119502.51168238,2292413.515029917,26-09-2023
zar,493914.657892801,9617455362484.309,224901675873.63937,26-09-2023
bits,1000066.1235717074,19493511669099.83,455375323614.2,26-09-2023
link,3513.88083477248,68612453711.258255,1600028822.6556644,26-09-2023
sats,100006612.35717072,1949351166909982.8,45537532361419.99,26-09-2023
aed,96250.59872629224,1877112484602.604,35944265722.001205,27-09-2023
ars,9171932.445320005,178880946480839.0,3425208584274.189,27-09-2023
aud,40986.23243364427,799359373877.994,15306086913.0592,27-09-2023
bch,122.29924369860102,2384761132.4117804,45671991.35667796,27-09-2023
bdt,2889313.040093253,56348382776372.49,1078998333947.8774,27-09-2023
bhd,9877.647531047294,192637300384.5855,3688754067.6383095,27-09-2023
bmd,26204.75759083597,511054250889.6227,9786025048.05344,27-09-2023
bnb,123.42080088018784,2408159979.610196,46090830.82251873,27-09-2023
brl,130706.71038733015,2549036392587.2607,48811714337.18554,27-09-2023
btc,1.0,19496793.0,373473.860885996,27-09-2023
cad,35425.66148714174,690942791931.5157,13229521755.937435,27-09-2023
chf,23999.155553930428,468031148778.481,8962354891.808857,27-09-2023
clp,23607889.72407066,460409235086341.0,8816238782999.893,27-09-2023
cny,191601.3260769148,3736675366229.655,71552479343.85213,27-09-2023
czk,605573.5783891471,11811741373686.416,226148178856.95596,27-09-2023
dkk,184879.805754866,3606053477082.024,69042363919.02664,27-09-2023
dot,6532.249869086171,127362791758.79008,2439433397.444444,27-09-2023
eos,46695.21783079865,910719041448.216,17438076644.384235,27-09-2023
eth,16.45513623509411,320652150.58919954,6145081.663418113,27-09-2023
eur,24793.08109466004,483593261772.3204,9258842092.689753,27-09-2023
gbp,21571.67783450333,420717746231.1199,8055826461.482423,27-09-2023
hkd,204951.33983156653,3996847974815.048,76537969804.5831,27-09-2023
huf,9689752.867931604,188957495646449.0,3618585821537.504,27-09-2023
idr,406185534.7988732,7921366719515210.0,151687791956099.88,27-09-2023
ils,100260.1886852665,1955308895531.223,37441625414.604034,27-09-2023
inr,2182852.376602991,42570279425816.75,815174418599.0919,27-09-2023
jpy,3904863.442934857,76159774561414.03,1458250141384.714,27-09-2023
krw,35478307.50026066,692125313207890.1,13249182124909.6,27-09-2023
kwd,8103.113756511058,158029728622.84192,3026064023.434224,27-09-2023
lkr,8492065.863504112,165615207213217.62,3171316084947.599,27-09-2023
ltc,411.2580027190581,8017461369.118679,153582077.67693922,27-09-2023
mmk,55031306.393381774,1073239581280548.0,20551143849583.59,27-09-2023
mxn,459835.8452524705,8968516601574.543,171723210338.2318,27-09-2023
myr,122900.31310102058,2396844436672.34,45896457475.37059,27-09-2023
ngn,20427918.779936127,398392341281004.9,7628695826210.04,27-09-2023
nok,283763.1964763091,5533802750025.53,105969831577.60562,27-09-2023
nzd,44064.95078871888,859364808746.198,16455817637.879875,27-09-2023
php,1500602.4720842177,29265268705340.0,560391880294.3827,27-09-2023
pkr,7544128.856704688,147128211665896.1,2817314134715.476,27-09-2023
pln,114244.22654982792,2228370803378.3115,42663888751.37243,27-09-2023
rub,2531379.373636696,49367836547503.5,945329941353.7625,27-09-2023
sar,98283.1707488254,1916752407572.8577,36703318754.85346,27-09-2023
sek,288416.37528171367,5623663974230.704,107707536045.38844,27-09-2023
sgd,35884.7950448907,699929680933.4102,13400982700.804352,27-09-2023
thb,954717.9333069256,18622816902417.87,356534250575.7305,27-09-2023
try,716642.4696426635,13976362247700.258,267626255809.1557,27-09-2023
twd,844039.4929415139,16458399427995.88,315201985396.7472,27-09-2023
uah,967861.3749574888,18875567470117.598,361442597801.0077,27-09-2023
usd,26204.75759083597,511054250889.6227,9786025048.05344,27-09-2023
vef,2623.882377570401,51171862141.57789,979874688.0615892,27-09-2023
vnd,638984617.1431295,1.2461699128950322e+16,238625350645116.16,27-09-2023
xag,1146.565584105193,22362190635.09216,428178718.55503386,27-09-2023
xau,13.776889255806038,268732767.28779906,5144904.808763592,27-09-2023
xdr,19912.864269488266,388347569979.7695,7436351503.890555,27-09-2023
xlm,234296.07496747572,4568801059850.178,87496602490.76854,27-09-2023
xrp,52236.02623707605,1018720999014.3954,19507261587.70376,27-09-2023
yfi,5.044541366019404,98274194.2417977,1883856.70016926,27-09-2023
zar,499892.43770582246,9747388832642.871,186682128226.68637,27-09-2023
bits,1000078.3712461308,19495402353464.89,373473860885.996,27-09-2023
link,3557.065741915631,69449271474.60281,1328366970.2837608,27-09-2023
sats,100007837.12461306,1949540235346488.8,37347386088599.6,27-09-2023
